"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,Hours of physical-restraint use,0.15,11.3,3169,,Hours of seclusion use,0.00,0,3169,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,21,,Screening for metabolic disorders (SMD),98,260,,Alcohol use brief intervention provided or offered,78,73,,79,71,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,171,,96,171,,Tobacco use treatment provided or offered,77,182,,55,176,,Tobacco use treatment provided or offered at discharge,97,157,,97,157,,Transition record with specified elements received by discharged patients (TR1),56,502,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,90.6,32,,75,32,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,74,20.8,16.0,26.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),99,239,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,23,,10/01/2023,12/31/2023
192008,SAGE SPECIALTY HOSPITAL,8375 FLORIDA BLVD,DENHAM SPRINGS,LA,70726,LIVINGSTON,Hours of physical-restraint use,0.00,0,5154,,Hours of seclusion use,0.00,0,5154,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,286,,Screening for metabolic disorders (SMD),100,328,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,333,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,79.4,97,,58.8,97,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,96.7,239,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,249,15.8,12.8,19.2,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),76,84,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,33,,10/01/2023,12/31/2023
194007,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,23515 HIGHWAY 190,MANDEVILLE,LA,70448,ST. TAMMANY,Hours of physical-restraint use,0.00,3.02,25950,,Hours of seclusion use,0.13,79.4,25950,,Patients discharged on multiple antipsychotic medications with appropriate justification,2,60,,Screening for metabolic disorders (SMD),99,339,,Alcohol use brief intervention provided or offered,100,28,,93,28,,Alcohol and other drug use disorder treatment provided or offered at discharge,42,69,,39,69,,Tobacco use treatment provided or offered,98,200,,12,200,,Tobacco use treatment provided or offered at discharge,0,196,,0,196,,Transition record with specified elements received by discharged patients (TR1),99,682,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.6,19,,42.1,19,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,41,22.1,16.3,29.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),99,469,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),70.7,314,,10/01/2023,12/31/2023
194008,EASTERN LA MENTAL HEALTH SYSTEM,4502 HIGHWAY 951,JACKSON,LA,70748,EAST FELICIANA,Hours of physical-restraint use,0.01,17.67,115779,,Hours of seclusion use,0.03,90.78,115779,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,51,,Screening for metabolic disorders (SMD),99,138,,Alcohol use brief intervention provided or offered,67,15,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),48,232,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),88,33,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,1209,,10/01/2023,12/31/2023
194020,BRENTWOOD HOSPITAL,1006 HIGHLAND AVENUE,SHREVEPORT,LA,71106,CADDO,Hours of physical-restraint use,0.02,34.43,67277,,Hours of seclusion use,0.22,349.67,67277,,Patients discharged on multiple antipsychotic medications with appropriate justification,74,65,,Screening for metabolic disorders (SMD),100,1376,,Alcohol use brief intervention provided or offered,99,160,,100,159,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,333,,100,333,,Tobacco use treatment provided or offered,100,382,,100,381,,Tobacco use treatment provided or offered at discharge,100,358,,100,358,,Transition record with specified elements received by discharged patients (TR1),100,1491,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,50.5,222,,34.7,222,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,74.1,378,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,559,20.9,18.0,24.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,720,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),12.9,590,,10/01/2023,12/31/2023
194022,LONGLEAF HOSPITAL,44 VERSAILLES BLVD,ALEXANDRIA,LA,71303,RAPIDES,Hours of physical-restraint use,0.00,0.53,45785,,Hours of seclusion use,0.17,184.17,45785,,Patients discharged on multiple antipsychotic medications with appropriate justification,39,41,,Screening for metabolic disorders (SMD),95,680,,Alcohol use brief intervention provided or offered,97,232,,95,231,,Alcohol and other drug use disorder treatment provided or offered at discharge,80,852,,10,852,,Tobacco use treatment provided or offered,94,868,,1,823,,Tobacco use treatment provided or offered at discharge,91,814,,0,814,,Transition record with specified elements received by discharged patients (TR1),78,1159,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,30.7,218,,19.3,218,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,75.5,458,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,466,20.9,18.0,24.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),50,535,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),4.2,334,,10/01/2023,12/31/2023
194025,CENTRAL LOUISIANA STATE HOSPITAL,242 W SHAMROCK STREET,PINEVILLE,LA,71361,RAPIDES,Hours of physical-restraint use,0.74,744.57,42001,,Hours of seclusion use,0.00,0,42001,,Patients discharged on multiple antipsychotic medications with appropriate justification,75,12,,Screening for metabolic disorders (SMD),Not Available,Not Available,1,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),6,16,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,1,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),50.1,342,,10/01/2023,12/31/2023
194031,RIVER OAKS HOSPITAL,1525 RIVER OAKS WEST,HARAHAN,LA,70123,JEFFERSON,Hours of physical-restraint use,0.03,19.23,29021,,Hours of seclusion use,0.03,18.2,29021,,Patients discharged on multiple antipsychotic medications with appropriate justification,78,23,,Screening for metabolic disorders (SMD),78,585,,Alcohol use brief intervention provided or offered,76,252,,89,209,,Alcohol and other drug use disorder treatment provided or offered at discharge,89,448,,83,448,,Tobacco use treatment provided or offered,91,423,,5,409,,Tobacco use treatment provided or offered at discharge,85,403,,1,403,,Transition record with specified elements received by discharged patients (TR1),90,1019,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,56.1,114,,40.4,114,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,64.1,78,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,261,16.1,12.7,20.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),85,518,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.8,283,,10/01/2023,12/31/2023
194044,VERMILION BEHAVIORAL HEALTH SYSTEMS,2520 N UNIVERSITY AVENUE,LAFAYETTE,LA,70507,LAFAYETTE,Hours of physical-restraint use,0.02,9.1,22502,,Hours of seclusion use,0.04,19.85,22502,,Patients discharged on multiple antipsychotic medications with appropriate justification,47,15,,Screening for metabolic disorders (SMD),88,370,,Alcohol use brief intervention provided or offered,75,120,,37,118,,Alcohol and other drug use disorder treatment provided or offered at discharge,94,290,,81,290,,Tobacco use treatment provided or offered,97,337,,2,336,,Tobacco use treatment provided or offered at discharge,75,303,,0,303,,Transition record with specified elements received by discharged patients (TR1),85,669,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,37,54,,16.7,54,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,81.9,105,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,114,21.5,16.7,27.6,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),87,310,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),8.3,213,,10/01/2023,12/31/2023
194056,COMMUNITY CARE HOSPITAL,1421 GENERAL TAYLOR,NEW ORLEANS,LA,70115,ORLEANS,Hours of physical-restraint use,0.00,0,9766,,Hours of seclusion use,0.00,0,9766,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,47,,Screening for metabolic disorders (SMD),100,323,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,660,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,34.6,52,,23.1,52,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,70.9,127,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,130,20.4,16.0,25.6,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),13,302,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),98.9,116,,10/01/2023,12/31/2023
194069,GREENBRIER BEHAVIORAL HEALTH,201 GREENBRIAR BLVD,COVINGTON,LA,70433,ST. TAMMANY,Hours of physical-restraint use,0.01,4.18,24424,,Hours of seclusion use,0.01,4.43,24424,,Patients discharged on multiple antipsychotic medications with appropriate justification,75,16,,Screening for metabolic disorders (SMD),72,280,,Alcohol use brief intervention provided or offered,81,156,,77,154,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,404,,58,404,,Tobacco use treatment provided or offered,95,372,,1,370,,Tobacco use treatment provided or offered at discharge,77,367,,0,367,,Transition record with specified elements received by discharged patients (TR1),75,698,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,42.2,64,,25,64,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,82,128,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,178,21.5,17.2,26.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),76,391,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),13.7,212,,10/01/2023,12/31/2023
194073,OCEANS HOSPITAL OF BROUSSARD,420 ALBERTSONS PARKWAY,BROUSSARD,LA,70518,LAFAYETTE,Hours of physical-restraint use,0.03,8.44,11753,,Hours of seclusion use,0.00,1.02,11753,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),89,335,,Alcohol use brief intervention provided or offered,94,78,,88,78,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,167,,60,167,,Tobacco use treatment provided or offered,100,246,,0,246,,Tobacco use treatment provided or offered at discharge,99,177,,0,177,,Transition record with specified elements received by discharged patients (TR1),99,607,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,63.6,154,,36.4,154,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,87.4,214,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,511,22.5,19.3,26.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),96,300,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,136,,10/01/2023,12/31/2023
194074,SERENITY SPRINGS SPECIALTY HOSPITAL,1495 FRAZIER ROAD,RUSTON,LA,71270,LINCOLN,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,90,67,,Screening for metabolic disorders (SMD),3,275,,Alcohol use brief intervention provided or offered,81,182,,98,149,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,88,288,,4,252,,Tobacco use treatment provided or offered at discharge,1,226,,0,226,,Transition record with specified elements received by discharged patients (TR1),2,428,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,39.5,38,,21.1,38,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,81.7,93,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,99,21.6,16.3,28.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),0,65,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),6,67,,10/01/2023,12/31/2023
194079,"RED RIVER BEHAVIORAL CENTER, LLC",2800 MELROSE AVENUE,BOSSIER CITY,LA,71111,BOSSIER,Hours of physical-restraint use,0.00,0,4422,,Hours of seclusion use,0.00,0,4422,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,266,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,100,60,,0,60,,Tobacco use treatment provided or offered at discharge,100,30,,0,30,,Transition record with specified elements received by discharged patients (TR1),100,290,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,33.3,81,,21,81,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,264,25,20.0,30.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,139,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,76,,10/01/2023,12/31/2023
194080,"BEACON BEHAVIORAL HOSPITAL - NORTHSHORE, LLC","64026 HWY 434, SUITE 300 (3RD FLOOR)",LACOMBE,LA,70445,ST. TAMMANY,Hours of physical-restraint use,0.17,21.62,5173,,Hours of seclusion use,0.57,71.28,5173,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),79,257,,Alcohol use brief intervention provided or offered,76,55,,70,46,,Alcohol and other drug use disorder treatment provided or offered at discharge,24,74,,12,74,,Tobacco use treatment provided or offered,44,236,,24,111,,Tobacco use treatment provided or offered at discharge,53,85,,0,85,,Transition record with specified elements received by discharged patients (TR1),67,538,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,65.4,78,,51.3,78,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,81,100,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,209,21,16.6,26.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),81,249,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,83,,10/01/2023,12/31/2023
194081,OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,1420 BLANKENSHIP DRIVE,DERIDDER,LA,70634,BEAUREGARD,Hours of physical-restraint use,Not Available,Not Available,Not Available,7,Hours of seclusion use,Not Available,Not Available,Not Available,7,Patients discharged on multiple antipsychotic medications with appropriate justification,58,24,,Screening for metabolic disorders (SMD),88,359,,Alcohol use brief intervention provided or offered,82,66,,75,63,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,61,,2,61,,Tobacco use treatment provided or offered,89,255,,6,251,,Tobacco use treatment provided or offered at discharge,90,168,,4,168,,Transition record with specified elements received by discharged patients (TR1),86,553,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,49,98,,23.5,98,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,76.5,85,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,302,18.2,14.7,22.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),81,280,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.1,91,,10/01/2023,12/31/2023
194082,COMPASS SENIOR CARE HOSPITAL,"1 HOSPITAL DRIVE, SUITE 201",JENNINGS,LA,70546,JEFFRSON DAVIS,Hours of physical-restraint use,0.06,11,8007,,Hours of seclusion use,0.01,1,8007,,Patients discharged on multiple antipsychotic medications with appropriate justification,92,39,,Screening for metabolic disorders (SMD),100,535,,Alcohol use brief intervention provided or offered,89,90,,63,90,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,438,,24,438,,Tobacco use treatment provided or offered at discharge,69,438,,0,438,,Transition record with specified elements received by discharged patients (TR1),100,795,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,53,115,,34.8,115,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,80.7,150,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,394,24.9,21.0,29.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),87,127,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,31,,10/01/2023,12/31/2023
194083,CYPRESS GROVE BEHAVIORAL HEALTH,4673 EUGENE WARE ROAD,BASTROP,LA,71220,MOREHOUSE,Hours of physical-restraint use,0.01,4.26,13456,,Hours of seclusion use,0.00,1.08,13456,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,18,,Screening for metabolic disorders (SMD),100,178,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),94,1204,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),100,305,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),8.4,83,,10/01/2023,12/31/2023
194084,"BEACON BEHAVIORAL HOSPITAL- NEW ORLEANS, LLC","14500 HAYNES BLVD, SUITE 200",NEW ORLEANS,LA,70128,ORLEANS,Hours of physical-restraint use,0.20,39.32,8391,,Hours of seclusion use,0.26,52,8391,,Patients discharged on multiple antipsychotic medications with appropriate justification,67,15,,Screening for metabolic disorders (SMD),15,346,,Alcohol use brief intervention provided or offered,47,148,,55,94,,Alcohol and other drug use disorder treatment provided or offered at discharge,62,203,,45,203,,Tobacco use treatment provided or offered,92,417,,49,397,,Tobacco use treatment provided or offered at discharge,81,358,,0,358,,Transition record with specified elements received by discharged patients (TR1),37,613,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,39.5,43,,27.9,43,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,73,111,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,102,20.1,15.7,25.3,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),91,302,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,148,,10/01/2023,12/31/2023
